fnlwgt,avg
371316,0.00000000000000000000
142282,0.00000000000000000000
92865,0.00000000000000000000
99339,880.0000000000000000
192963,2415.0000000000000000
248374,0.00000000000000000000
570821,0.00000000000000000000
106753,1740.0000000000000000
102270,0.00000000000000000000
138966,0.00000000000000000000
273399,0.00000000000000000000
290614,0.00000000000000000000
316627,0.00000000000000000000
83471,0.00000000000000000000
166036,0.00000000000000000000
346963,0.00000000000000000000
131826,0.00000000000000000000
370990,0.00000000000000000000
143436,0.00000000000000000000
170730,988.5000000000000000
294121,0.00000000000000000000
28031,0.00000000000000000000
33355,0.00000000000000000000
192236,0.00000000000000000000
160472,1977.0000000000000000
264300,0.00000000000000000000
96346,0.00000000000000000000
448626,0.00000000000000000000
152617,0.00000000000000000000
127858,0.00000000000000000000
82622,0.00000000000000000000
81206,0.00000000000000000000
183678,0.00000000000000000000
328697,0.00000000000000000000
180142,0.00000000000000000000
184872,0.00000000000000000000
128346,0.00000000000000000000
148207,0.00000000000000000000
74593,0.00000000000000000000
228729,0.00000000000000000000
118798,0.00000000000000000000
131180,0.00000000000000000000
249362,0.00000000000000000000
131091,1902.0000000000000000
30030,0.00000000000000000000
218551,0.00000000000000000000
185847,0.00000000000000000000
226198,0.00000000000000000000
347910,0.00000000000000000000
99888,0.00000000000000000000
61838,0.00000000000000000000
146412,0.00000000000000000000
163747,0.00000000000000000000
351187,0.00000000000000000000
164441,0.00000000000000000000
358124,0.00000000000000000000
231569,0.00000000000000000000
33138,0.00000000000000000000
258298,743.6666666666666667
206066,0.00000000000000000000
120970,0.00000000000000000000
181820,0.00000000000000000000
46402,0.00000000000000000000
262241,0.00000000000000000000
509350,0.00000000000000000000
238438,0.00000000000000000000
283945,801.0000000000000000
145284,0.00000000000000000000
192939,395.4000000000000000
129227,0.00000000000000000000
198654,2415.0000000000000000
41806,0.00000000000000000000
189282,0.00000000000000000000
89821,0.00000000000000000000
192835,395.4000000000000000
188616,0.00000000000000000000
165798,0.00000000000000000000
192349,0.00000000000000000000
211497,0.00000000000000000000
144371,0.00000000000000000000
180551,0.00000000000000000000
