age,avg
87,2.0000000000000000
74,22.6078431372549020
29,42.3653136531365314
54,42.5807228915662651
71,28.8888888888888889
68,31.7666666666666667
34,42.9379232505643341
51,43.2840336134453782
80,23.6363636363636364
70,29.6966292134831461
52,42.9895397489539749
83,34.6666666666666667
67,30.9602649006622517
63,37.0000000000000000
90,36.8139534883720930
35,43.9086757990867580
45,43.2942779291553134
86,40.0000000000000000
84,24.2000000000000000
39,43.6936274509803922
69,29.0185185185185185
36,43.2572383073496659
31,42.8772522522522523
50,43.9534883720930233
60,40.5416666666666667
66,32.9800000000000000
22,35.1712418300653595
59,41.9690140845070423
65,35.0674157303370787
62,38.9651162790697674
75,26.1555555555555556
73,28.5781250000000000
44,44.1298342541436464
42,43.2128205128205128
88,40.0000000000000000
82,17.4166666666666667
41,43.1051980198019802
46,42.9158751696065129
40,42.4382871536523929
43,43.2506493506493506
32,42.8780193236714976
53,43.3038793103448276
38,44.0532043530834341
79,26.8181818181818182
26,41.0649681528662420
48,43.2117863720073665
85,29.3333333333333333
72,27.5671641791044776
78,25.0434782608695652
57,42.4608938547486034
24,39.0889724310776942
81,21.7000000000000000
61,38.8000000000000000
19,30.6783707865168539
77,22.6896551724137931
25,40.0071343638525565
30,42.1672473867595819
21,34.0347222222222222
49,43.7538994800693241
47,43.1878531073446328
17,21.3670886075949367
20,32.2802124833997344
37,43.7062937062937063
28,42.0276816608996540
33,42.9657142857142857
76,22.8260869565217391
18,25.9127272727272727
64,34.4951923076923077
55,42.2792362768496420
27,42.0395209580838323
23,36.7183580387685291
56,42.0601092896174863
58,40.8551912568306011
